freq,C4,C3,CZ,1-2C_R,1-2B_R,1-2A_R,2C-3C_R,2B-3B_R,2A-3A_R,4-3C_R,4-3B_R,4-3A_R,1-2C_L,1-2B_L,1-2A_L,2C-3C_L,2B-3B_L,2A-3A_L,4-3C_L,4-3B_L,4-3A_L
42.75,1.7900368820368363e-12,7.065346811118788e-13,7.906908825694024e-13,4.831839960207781e-14,4.678909879829115e-14,6.598659578855664e-14,3.005833829810198e-14,3.673229261097601e-14,2.636044190454938e-14,1.977161570843764e-14,2.0402042086790447e-14,2.3452711247539035e-14,3.105364301931958e-14,3.589701073218169e-14,1.359836952897432e-14,1.9740477572055434e-14,2.279779603883564e-14,1.4532146727990322e-14,1.8706521337368822e-14,2.0285848090273194e-14,1.1000903813487521e-14
43.0,1.8597308438066018e-12,6.490643844765683e-13,7.742537968130296e-13,4.6914501760996845e-14,4.1918445531703315e-14,6.138147215465047e-14,2.8205277805814494e-14,3.3672655604166124e-14,2.2552393260617953e-14,1.849722568468892e-14,2.0964042945344417e-14,2.7036985006736226e-14,3.676738383608776e-14,3.664325853620222e-14,1.4663695590916085e-14,1.5531564617298035e-14,1.8769145684018562e-14,1.5382221357336825e-14,1.4322595583836144e-14,1.8901747031849733e-14,9.615081371185503e-15
43.25,1.9292889372356236e-12,6.210353765421459e-13,7.677975697460358e-13,4.830401297567703e-14,5.159542340665735e-14,6.569988900247656e-14,3.481752076189567e-14,3.643301879920863e-14,2.610417464642154e-14,1.7544818319267404e-14,2.7962441674730817e-14,3.089353362221825e-14,4.1079180812060095e-14,3.8585066193311717e-14,1.8491089131964418e-14,1.7400624130839168e-14,2.461356927647281e-14,1.2607831240442987e-14,1.8225373250526625e-14,1.9192457550398854e-14,1.4081276188797518e-14
43.5,1.7951294232080611e-12,6.888047164255655e-13,7.580549113137138e-13,4.143680714684873e-14,4.640753544856859e-14,5.917702039914197e-14,3.3278120736665105e-14,3.898353689271939e-14,2.7168391684983242e-14,1.7774044505077444e-14,2.667885942304323e-14,2.860794016556218e-14,3.873647731861329e-14,4.3770218783404093e-14,2.0871557722752005e-14,1.9697677244355553e-14,2.6774428348660077e-14,1.531004740618885e-14,1.6613377706167784e-14,2.058165352815489e-14,1.5738502171204074e-14
43.75,1.6434050971308434e-12,5.320275470320739e-13,6.02306823796177e-13,3.785597151125326e-14,3.846325197130642e-14,5.2854602292528457e-14,3.5434129066014754e-14,3.304798431788913e-14,2.6621017255892225e-14,1.681470675939454e-14,2.5000968362276624e-14,2.6994916901739014e-14,3.6747778353162265e-14,4.3068997512944084e-14,1.730146621059088e-14,1.9732323608557272e-14,2.33157617382316e-14,1.3897149902289246e-14,1.6607648236739895e-14,2.1524217802571454e-14,1.2140977022831135e-14
44.0,1.894463488712043e-12,6.21466903653116e-13,7.707697277177063e-13,4.9429987572873194e-14,3.780921553343818e-14,5.366754928253848e-14,3.3318468351455515e-14,3.1476311828020425e-14,2.23061702889227e-14,1.675317720638431e-14,2.6991067404385922e-14,2.3488337352845643e-14,3.209150426762825e-14,4.121816913541978e-14,2.0584814565786137e-14,1.645843316747183e-14,1.79604312562679e-14,1.425685322866969e-14,1.6196364464205267e-14,1.8322308850221702e-14,1.2613669843138729e-14
44.25,2.0088065564466747e-12,6.643556668348767e-13,8.216054358322011e-13,4.605065995528603e-14,4.6017573211304134e-14,6.35155787304601e-14,3.54716803892181e-14,3.0537605654762046e-14,2.3610419800317766e-14,1.5696053129720943e-14,2.7051255116103882e-14,2.1653617988161173e-14,3.124567829869735e-14,3.213714277386212e-14,2.079394502087248e-14,1.7098516410631838e-14,1.9254552593186215e-14,1.5873053051874315e-14,1.6963354367954482e-14,1.480185827030346e-14,1.0712922147190803e-14
44.5,1.7397713069338525e-12,6.966545747461357e-13,7.518047047043352e-13,4.395284395108818e-14,4.911289119968623e-14,7.161592125511708e-14,3.98001601965508e-14,3.637188922165258e-14,2.3287915670032197e-14,1.5646687602997045e-14,2.9156373687963774e-14,2.8256624055119043e-14,3.3608793866562636e-14,3.1953921669417084e-14,1.6427634196181755e-14,1.9045979574498824e-14,2.1441287334366694e-14,1.3394235025838501e-14,1.7463212117664392e-14,1.4656099105081236e-14,1.0954590472736833e-14
44.75,1.480044925362049e-12,5.477468085747149e-13,6.293720756508465e-13,5.1419476039988946e-14,5.269719116307751e-14,6.989843094842905e-14,3.178412917790512e-14,3.6140146105441077e-14,2.3017829985059415e-14,1.431690033125343e-14,2.6070410957928547e-14,2.7754683718452764e-14,3.1282974445201485e-14,3.5907319029963454e-14,1.675293044948925e-14,1.9618927413474905e-14,2.084557545950453e-14,1.4333669330786397e-14,2.1177628756610424e-14,1.703545520342683e-14,1.2113481177945747e-14
45.0,1.5582410743972903e-12,5.462475786647497e-13,6.597794411339614e-13,3.909377389463615e-14,4.513733914893512e-14,5.279154193069031e-14,2.976949902143978e-14,3.1685823184445275e-14,1.9763831103993584e-14,1.3760218626990498e-14,2.157659313151881e-14,2.1122654885448865e-14,3.170880033688577e-14,3.2369233989652377e-14,1.9678050966071116e-14,2.004723182160208e-14,2.2322440186308633e-14,1.4321468329233257e-14,1.8863766734499754e-14,1.447043608826823e-14,8.459853897233664e-15
45.25,1.69972588998598e-12,7.527349960046272e-13,7.88504382891681e-13,4.072434999379435e-14,4.144202540403443e-14,5.338098139012334e-14,3.246668389548397e-14,2.831849518870274e-14,2.09747103300475e-14,1.4904972336888678e-14,1.8320935573645375e-14,1.946541471579316e-14,3.3890590375482754e-14,3.01893482292437e-14,2.1075053721739133e-14,1.9359905284326817e-14,2.2976297849365127e-14,1.2269882623119102e-14,1.8600066216201804e-14,1.7230047344350827e-14,1.0219534545978516e-14
45.5,2.099783490723607e-12,9.212376721398167e-13,1.0014809375645985e-12,5.56107465365727e-14,4.586704527278965e-14,6.106301722166073e-14,3.3310751887229565e-14,2.6105095237186863e-14,2.3161671139112618e-14,1.40102725041491e-14,1.931298414750907e-14,2.3147469245242687e-14,3.747500469470246e-14,3.436040844846264e-14,1.9625448100613503e-14,1.712588807757887e-14,2.2405817532812333e-14,1.0550762035989578e-14,1.7553828591512157e-14,1.755711027542859e-14,1.3373285848686325e-14
45.75,1.8600903894630654e-12,6.803642128371938e-13,8.453583665020159e-13,4.9159215031595285e-14,4.606966827468128e-14,5.70289927385425e-14,3.1943810645388175e-14,2.858115848532735e-14,2.1668593876552846e-14,1.442024187894657e-14,2.8230408313675442e-14,2.3672539227677465e-14,3.381901046170746e-14,3.138221569456819e-14,2.0602133104938625e-14,1.684957099350876e-14,1.9517770383776633e-14,1.2786659251048221e-14,1.5175918432237326e-14,1.6692707369925575e-14,1.1918840174437584e-14
46.0,1.9093661540258494e-12,7.363559177981386e-13,8.724869751852823e-13,4.6630772691642974e-14,4.345043877631655e-14,5.847584622907804e-14,2.8542507445098434e-14,2.568477198709633e-14,2.337168303160001e-14,1.4337629036586627e-14,2.518282758980812e-14,2.1596305041990956e-14,2.8734455329531554e-14,3.237911223628328e-14,1.906604448411752e-14,1.549635675240623e-14,2.0627539515609327e-14,1.4514154117517902e-14,1.6367040169782068e-14,1.7059376007777235e-14,1.0470049466796031e-14
46.25,1.849360420352784e-12,6.431049005360769e-13,7.910713193944626e-13,3.7317749157242786e-14,4.1592960888090286e-14,6.151145681356159e-14,2.892607137902601e-14,2.413072306437762e-14,1.836968135878735e-14,1.528501588794084e-14,2.3187204690269488e-14,2.059032877665034e-14,2.89827179957887e-14,3.2113943397523934e-14,1.6378629004282523e-14,1.583677929506954e-14,2.170317039634011e-14,1.3394938069571197e-14,1.674192690111597e-14,1.7615331788252674e-14,9.864790802412116e-15
46.5,1.7754570395923468e-12,6.467585567234514e-13,7.390986398616689e-13,4.508584350532381e-14,4.174778767652186e-14,6.24236493618529e-14,2.7406425680423697e-14,3.026743358351497e-14,1.951205521349618e-14,1.5256922381499822e-14,2.53328425260528e-14,2.4769625630326605e-14,3.408697301484352e-14,3.719688266787309e-14,1.8495233425057715e-14,1.6040310564965937e-14,2.1243281563622278e-14,1.4812459981225638e-14,1.662315647789495e-14,1.534172632639752e-14,1.2590637376175672e-14
46.75,1.698835060565963e-12,6.041604770878004e-13,7.410559040130389e-13,4.7551964222441265e-14,4.523825099003349e-14,5.780878793869614e-14,2.3909978091813533e-14,2.7330370185412862e-14,2.7490238937029724e-14,1.7902023283746786e-14,2.5004806208370215e-14,2.513519154966803e-14,3.327716265586256e-14,3.169765153785158e-14,1.8827127778753035e-14,1.8224213783810393e-14,2.0592094249587417e-14,1.2901503852415285e-14,1.6132552953977007e-14,1.6154003443852785e-14,1.0992713063879084e-14
47.0,1.3214495418856095e-12,5.600110287678952e-13,6.636661476287456e-13,3.360138254814087e-14,3.4845908785706304e-14,4.996784571104386e-14,2.7895637871941498e-14,3.2631864437387123e-14,2.7462924998967145e-14,1.5513770325163273e-14,2.2175209993301086e-14,2.079346367875771e-14,2.6912401156562885e-14,2.7442482495310445e-14,1.9110273676869546e-14,1.715336796966208e-14,1.8736021711808633e-14,1.1615210871215416e-14,1.3136120921421342e-14,1.354117635860111e-14,9.442571954690533e-15
47.25,1.0439261831854867e-12,4.622357758817567e-13,5.081507448953475e-13,2.7185220767183675e-14,2.7830626513017616e-14,3.396568495494046e-14,2.0879928242598415e-14,2.4975702047396507e-14,1.931949049249712e-14,9.921383575248775e-15,1.812228010413495e-14,1.5753706817243118e-14,1.8026504509615563e-14,2.5176801904532925e-14,1.4238393813437573e-14,1.3306731612228364e-14,1.3176539270616842e-14,9.704521552296605e-15,1.1331629596468853e-14,9.44619772144507e-15,7.420189621723969e-15
47.5,5.132742129628714e-13,2.364182542325375e-13,2.5357350128968524e-13,9.623301879419354e-15,1.0836755759424904e-14,1.2335666586572491e-14,6.997548420907914e-15,6.793869635917863e-15,5.806617724444911e-15,4.0773109354441545e-15,7.368816615436845e-15,6.627660208273183e-15,9.03005467143738e-15,1.1138311153050662e-14,5.582763141650517e-15,5.1981568296394754e-15,5.327255897631871e-15,4.034679467160686e-15,5.055233239263076e-15,4.501017110524655e-15,2.7202675526162493e-15
47.75,8.376810063131389e-14,3.4853454851113164e-14,3.890459697625214e-14,1.4195246567051802e-15,1.73129484442473e-15,2.5233270023391498e-15,1.0838058121796374e-15,1.4755978632167239e-15,8.494451293075246e-16,6.304556167448814e-16,1.5232210985163484e-15,1.1983985972775595e-15,1.2641265725749528e-15,1.3632847720292248e-15,8.073320502066071e-16,7.234169171895908e-16,8.825522744034229e-16,7.169577950690492e-16,8.248889116732954e-16,8.207360770545533e-16,4.877596046953323e-16
48.0,3.4613338224007206e-15,1.641825558645343e-15,1.6294935058739758e-15,9.082022705178899e-17,9.748831532614213e-17,1.466547675355453e-16,7.067634749794181e-17,8.215599037735431e-17,8.724827491453384e-17,4.3352067197854806e-17,7.471696433105043e-17,6.311221712497543e-17,7.392137579941244e-17,9.349347583078888e-17,7.11310810969366e-17,2.6291074203625344e-17,6.005971620574085e-17,3.995190453439851e-17,4.998303106178883e-17,6.415928330744872e-17,2.5317675779641044e-17
48.25,4.745941400262569e-16,2.277632316307909e-16,1.8623155613814207e-16,2.4602600342400443e-17,2.872385713019686e-17,5.148627706605407e-17,3.0586182262279674e-17,3.1461374374765446e-17,5.711971698844654e-17,2.1561666498236474e-17,4.572465533439933e-17,3.1555669610226093e-17,1.6829119625814872e-17,2.991166969104532e-17,3.417241174203818e-17,8.066947209584584e-18,3.510113937103053e-17,1.9531743882744025e-17,1.6369633715735222e-17,2.5830281135558113e-17,7.439555291170735e-18
48.5,4.569035279972441e-16,2.1949878041041276e-16,1.7699621896088395e-16,2.454058973250505e-17,2.788804592846047e-17,5.234697154945849e-17,3.054259462440106e-17,3.2995360066711924e-17,5.671375009642758e-17,2.1591053040183193e-17,4.742298840746267e-17,3.266607994027328e-17,1.7059652139676563e-17,2.938125606636581e-17,3.521559912511691e-17,7.340057912446529e-18,3.4920562829906567e-17,1.9236340702811525e-17,1.7081247503533954e-17,2.8189153398849963e-17,7.942723441614322e-18
48.75,4.254588073679599e-16,2.0044066422248409e-16,1.6124330761503668e-16,2.3946475265733465e-17,2.7455734367191162e-17,5.1123138150055407e-17,2.995753702838458e-17,3.1837454374956347e-17,5.5376562566076625e-17,2.0953866644028344e-17,4.5975086291311333e-17,3.170098174098531e-17,1.6114330894032228e-17,2.8485413800827327e-17,3.4597451930490806e-17,6.936522769217857e-18,3.4005476374134497e-17,1.8888760820956434e-17,1.6625537922819434e-17,2.7282163968658818e-17,7.661795169123319e-18
49.0,4.1562275772954066e-16,1.9288775124709322e-16,1.5324002313503882e-16,2.294313888681522e-17,2.6792435016881043e-17,5.015870825267129e-17,2.933453532310737e-17,3.123251835202061e-17,5.568169120389574e-17,2.0739878565982462e-17,4.5779744081788633e-17,3.1492537524540095e-17,1.611031560605713e-17,2.788687659008108e-17,3.486112047938769e-17,6.629568764295282e-18,3.376055241259381e-17,1.8648261074090074e-17,1.657555612416189e-17,2.7658577896781914e-17,7.657481845630289e-18
49.25,3.573787066380476e-16,1.7300343993824659e-16,1.437677019717177e-16,2.089815432528522e-17,2.444129658113967e-17,4.2085250836674093e-17,2.8813116415165884e-17,2.795256245389389e-17,5.4173825725671565e-17,1.82317168188318e-17,3.680666835814433e-17,2.635558711718448e-17,1.2961394512684099e-17,2.5211686122816667e-17,3.094108898260995e-17,6.5838698411429905e-18,3.2196886797102633e-17,1.7998341543968523e-17,1.4275079566264272e-17,2.2550786287435023e-17,6.37706419224647e-18
49.5,4.021144415075191e-16,1.8365580133586635e-16,1.427208554960519e-16,2.2757154322410095e-17,2.7205333812993983e-17,5.1926486517685636e-17,2.8582210849314265e-17,3.114633887003652e-17,5.40441417953709e-17,2.0732197978827586e-17,4.79583372021688e-17,3.277315650411832e-17,1.6194213544610218e-17,2.747682060427099e-17,3.522892270486851e-17,6.4162204126562334e-18,3.344523007959784e-17,1.8146570313368352e-17,1.703078228873058e-17,2.9217268391994616e-17,7.79128848699341e-18
49.75,8.655554426205196e-15,2.9989415582524754e-15,2.605980485468733e-16,1.2342684543273161e-16,1.1997845551257266e-16,5.015847298404541e-16,2.921496002320198e-17,1.7393195250921216e-16,7.630608265842731e-17,1.427089906859176e-16,5.106693918023517e-16,3.1399693063256427e-16,2.0034836394054493e-16,1.645576843658152e-16,2.356349101114906e-16,4.838103105206254e-17,1.177948511086029e-16,2.998238086646761e-17,1.2853663237796815e-16,3.2104082018055344e-16,9.223151803823866e-17
50.0,4.443919884975592e-14,1.5073055502434533e-14,8.247944277391229e-16,5.743806979490044e-16,5.413348542740433e-16,2.5546716932154044e-15,3.579522188998442e-17,8.297187404325936e-16,1.7522258763210597e-16,7.092781667022537e-16,2.6305269707956707e-15,1.596728308240525e-15,1.03909345535725e-15,7.827036504907625e-16,1.1528649253530252e-15,2.2898418160628786e-16,5.108822226317431e-16,8.075174864582204e-17,6.489144786203818e-16,1.661565487160356e-15,4.760994658693397e-16
